Data Timestamp,WS MAX MS,WS MAX KT,WS MAX KM,TEMP MIN DEG,TEMP MAX DEG,RH MIN %,RH MAX %,DP MIN %,DP MAX %,QFE MIN %,QFE MAX %,QFF MIN %,QFF MAX %,IRAD SUM JM2,IRAD SUM MJM2,RAIN SUM MM
2017-04-05 00:00:00 +06,8.1,15.7,29.2,21.3,28.3,69.0,98.0,20.0,25.0,1006.4,1010.2,1007.4,1011.2,26066,0.02606600000000000000,8.4
2017-04-06 00:00:00 +06,3.8,7.4,13.7,20.9,30.9,70.8,98.0,19.9,26.0,1005.5,1011.1,1006.5,1012.1,195523,0.19552300000000000000,0.0
2017-04-07 00:00:00 +06,4.7,9.1,16.9,25.0,33.5,64.7,98.0,24.0,27.5,1004.5,1010.2,1005.4,1011.2,195991,0.19599100000000000000,0.0
2017-04-08 00:00:00 +06,5.3,10.3,19.1,26.2,34.1,64.3,98.0,25.2,27.8,1005.2,1010.8,1006.2,1011.8,226525,0.22652500000000000000,0.0
2017-04-09 00:00:00 +06,4.4,8.6,15.8,26.6,29.6,87.7,98.0,25.6,27.2,1005.4,1010.1,1006.4,1011.1,31818,0.03181800000000000000,0.0
2017-05-13 00:00:00 +06,3.7,7.2,13.3,28.4,33.7,61.1,95.6,24.2,28.5,1001.8,1007.9,1002.7,1008.9,156555,0.15655500000000000000,0.0
2017-05-14 00:00:00 +06,4.6,8.9,16.6,26.5,33.2,69.1,98.0,24.4,28.1,1000.9,1006.5,1001.8,1007.4,173467,0.17346700000000000000,0.0
2017-05-15 00:00:00 +06,7.8,15.2,28.1,23.9,30.0,80.5,98.0,22.9,27.8,1000.7,1004.9,1001.6,1005.9,79798,0.07979800000000000000,34.8
2017-06-16 00:00:00 +06,6.2,12.1,22.3,26.8,31.8,81.6,98.0,25.8,28.9,999.9,1001.2,1000.8,1002.1,70628,0.07062800000000000000,21.0
2017-06-17 00:00:00 +06,7.4,14.4,26.6,26.1,32.3,79.7,98.0,25.1,29.0,999.3,1003.0,1000.3,1003.9,108977,0.10897700000000000000,21.6
2017-06-18 00:00:00 +06,9.0,17.5,32.4,26.8,33.3,81.2,98.0,25.4,29.9,997.4,1002.2,998.3,1003.1,199989,0.19998900000000000000,30.0
2017-06-19 00:00:00 +06,10.0,19.4,36.0,24.8,30.1,89.3,98.0,23.8,29.1,998.2,1002.8,999.1,1003.8,13989,0.01398900000000000000,37.2
2017-06-20 00:00:00 +06,3.3,6.4,11.9,26.1,31.8,77.8,98.0,24.9,28.3,998.2,1002.8,999.1,1003.8,173868,0.17386800000000000000,0.6
2017-06-21 00:00:00 +06,4.1,8.0,14.8,28.2,33.0,74.9,98.0,26.7,28.5,998.2,1002.0,999.1,1002.9,166232,0.16623200000000000000,0.0
2017-06-22 00:00:00 +06,3.8,7.4,13.7,28.1,33.0,78.5,98.0,27.1,29.1,998.9,1002.8,999.8,1003.8,127192,0.12719200000000000000,7.8
2017-06-23 00:00:00 +06,2.5,4.9,9.0,28.4,35.6,66.3,98.0,27.1,29.8,997.4,1002.6,998.3,1003.5,359556,0.35955600000000000000,0.0
2017-06-24 00:00:00 +06,4.4,8.6,15.8,29.0,35.0,65.0,95.9,26.7,29.5,996.4,1000.5,997.3,1001.4,270797,0.27079700000000000000,0.0
2017-06-25 00:00:00 +06,4.1,8.0,14.8,27.6,34.5,66.7,98.0,26.2,28.9,998.0,1002.6,998.9,1003.5,284481,0.28448100000000000000,2.4
2017-06-26 00:00:00 +06,4.9,9.5,17.6,28.9,35.4,66.1,93.9,26.4,29.3,999.4,1003.3,1000.3,1004.2,273158,0.27315800000000000000,0.6
2017-06-27 00:00:00 +06,3.9,7.6,14.0,29.0,35.4,66.6,96.5,26.8,29.0,999.5,1003.7,1000.4,1004.6,291197,0.29119700000000000000,0.0
2017-06-28 00:00:00 +06,4.8,9.3,17.3,28.4,33.8,71.3,96.7,26.5,29.0,1000.1,1004.5,1001.0,1005.4,150862,0.15086200000000000000,5.4
2017-06-29 00:00:00 +06,4.5,8.7,16.2,29.1,34.8,69.4,95.3,26.9,28.8,998.6,1003.0,999.5,1003.9,268789,0.26878900000000000000,0.0
2017-06-30 00:00:00 +06,4.1,8.0,14.8,28.6,33.5,77.9,98.0,27.1,29.4,996.0,1000.7,996.9,1001.6,192903,0.19290300000000000000,3.6
2017-07-01 00:00:00 +06,5.6,10.9,20.2,28.3,33.0,76.2,98.0,26.8,28.8,995.9,1000.1,996.8,1001.0,184076,0.18407600000000000000,3.0
2017-07-02 00:00:00 +06,5.7,11.1,20.5,27.8,32.9,78.1,98.0,26.7,28.8,996.9,1000.0,997.8,1000.9,212241,0.21224100000000000000,4.2
2017-07-03 00:00:00 +06,4.5,8.7,16.2,27.8,30.7,89.0,98.0,26.8,28.8,996.7,1000.1,997.6,1001.0,86602,0.08660200000000000000,7.8
2017-07-04 00:00:00 +06,4.4,8.6,15.8,26.6,31.7,84.8,98.0,25.6,29.1,997.0,1000.5,997.9,1001.4,95669,0.09566900000000000000,48.6
2017-07-05 00:00:00 +06,5.0,9.7,18.0,27.0,32.2,81.1,98.0,26.0,29.0,997.7,1001.8,998.6,1002.7,184299,0.18429900000000000000,63.0
2017-07-06 00:00:00 +06,3.8,7.4,13.7,28.2,33.5,72.5,97.4,26.8,29.3,998.4,1002.8,999.3,1003.7,206135,0.20613500000000000000,0.6
2017-07-07 00:00:00 +06,4.6,8.9,16.6,28.2,33.5,73.1,98.0,26.7,29.1,998.9,1003.0,999.8,1003.9,232151,0.23215100000000000000,2.4
2017-07-08 00:00:00 +06,5.0,9.7,18.0,29.0,33.4,77.0,96.5,27.0,29.3,1000.0,1004.0,1000.9,1004.9,205319,0.20531900000000000000,0.0
2017-07-09 00:00:00 +06,4.3,8.4,15.5,28.9,33.0,76.7,97.7,26.9,29.3,1001.5,1005.3,1002.4,1006.2,195564,0.19556400000000000000,0.0
2017-07-10 00:00:00 +06,4.3,8.4,15.5,27.9,29.9,91.1,98.0,26.9,28.3,1002.1,1005.8,1003.0,1006.8,84498,0.08449800000000000000,16.2
2017-07-11 00:00:00 +06,4.3,8.4,15.5,27.4,30.8,88.5,98.0,26.4,28.4,1000.8,1004.2,1001.8,1005.2,75618,0.07561800000000000000,16.2
2017-07-12 00:00:00 +06,3.6,7.0,13.0,27.7,31.0,86.8,98.0,26.3,28.5,1000.6,1004.4,1001.5,1005.3,111337,0.11133700000000000000,4.8
2017-07-13 00:00:00 +06,4.1,8.0,14.8,26.9,32.4,80.0,98.0,25.9,28.7,999.7,1004.3,1000.6,1005.2,145933,0.14593300000000000000,4.2
2017-07-14 00:00:00 +06,3.7,7.2,13.3,28.2,34.4,69.3,98.0,26.7,29.1,999.6,1004.0,1000.5,1004.9,299073,0.29907300000000000000,0.0
2017-07-15 00:00:00 +06,3.0,5.8,10.8,29.0,35.0,67.1,98.0,26.4,29.0,998.4,1003.5,999.3,1004.4,397558,0.39755800000000000000,0.0
2017-07-16 00:00:00 +06,2.5,4.9,9.0,29.7,36.1,65.3,93.8,26.9,29.4,996.0,1001.8,996.9,1002.7,363112,0.36311200000000000000,0.0
2017-07-17 00:00:00 +06,5.2,10.1,18.7,27.4,36.8,63.7,98.0,26.2,30.4,995.9,1000.8,996.8,1001.8,347209,0.34720900000000000000,1.2
2017-07-18 00:00:00 +06,4.9,9.5,17.6,28.4,35.0,72.3,98.0,26.9,29.7,997.1,1001.7,998.0,1002.6,216571,0.21657100000000000000,0.0
2017-07-19 00:00:00 +06,6.6,12.8,23.8,28.1,30.1,87.9,98.0,26.4,27.9,998.9,1002.9,999.8,1003.9,66866,0.06686600000000000000,2.4
2017-07-20 00:00:00 +06,5.7,11.1,20.5,27.7,28.4,95.4,98.0,26.7,27.3,997.3,1001.9,998.2,1002.9,40713,0.04071300000000000000,16.8
2017-07-21 00:00:00 +06,5.6,10.9,20.2,27.3,31.3,86.0,98.0,26.3,28.5,998.0,1003.0,998.9,1004.0,86241,0.08624100000000000000,13.8
2017-07-22 00:00:00 +06,5.1,9.9,18.4,28.0,33.3,72.0,98.0,26.4,28.8,998.2,1002.9,999.1,1003.8,253338,0.25333800000000000000,4.2
2017-07-23 00:00:00 +06,6.0,11.7,21.6,27.7,31.4,83.4,98.0,26.5,28.5,997.4,1001.3,998.3,1002.2,151130,0.15113000000000000000,20.4
2017-07-24 00:00:00 +06,8.1,15.7,29.2,27.1,28.4,94.1,98.0,26.1,27.4,997.2,1000.4,998.1,1001.4,68504,0.06850400000000000000,10.8
2017-07-25 00:00:00 +06,6.5,12.6,23.4,26.4,29.6,86.6,98.0,25.4,27.4,997.3,1002.5,998.2,1003.5,67041,0.06704100000000000000,58.2
2017-07-26 00:00:00 +06,3.8,7.4,13.7,25.8,29.4,92.1,98.0,24.8,27.9,1000.7,1004.4,1001.7,1005.4,67513,0.06751300000000000000,30.0
2017-07-27 00:00:00 +06,3.5,6.8,12.6,27.9,34.5,73.1,98.0,26.9,29.6,1001.2,1005.5,1002.1,1006.4,264527,0.26452700000000000000,0.0
2017-07-28 00:00:00 +06,2.2,4.3,7.9,28.5,34.8,67.0,98.0,26.7,29.3,1001.8,1005.8,1002.7,1006.7,262683,0.26268300000000000000,0.0
2017-07-29 00:00:00 +06,2.9,5.6,10.4,28.6,32.8,77.5,98.0,27.2,29.3,1001.0,1006.5,1001.9,1007.4,131596,0.13159600000000000000,0.0
2017-07-30 00:00:00 +06,3.1,6.0,11.2,29.0,33.4,71.3,98.0,25.7,29.2,999.8,1005.1,1000.7,1006.0,173645,0.17364500000000000000,0.0
2017-07-31 00:00:00 +06,3.1,6.0,11.2,29.2,34.7,67.0,98.0,26.7,29.3,999.9,1004.5,1000.8,1005.4,288694,0.28869400000000000000,0.0
2017-08-01 00:00:00 +06,4.5,8.7,16.2,29.9,34.1,71.6,97.8,26.6,29.3,999.7,1003.6,1000.6,1004.5,142445,0.14244500000000000000,0.0
2017-08-02 00:00:00 +06,4.6,8.9,16.6,29.0,33.3,79.2,98.0,26.6,29.8,998.5,1002.9,999.4,1003.8,129283,0.12928300000000000000,0.0
2017-08-03 00:00:00 +06,3.4,6.6,12.2,28.7,34.5,73.6,98.0,27.5,29.3,995.2,1001.2,996.1,1002.1,216289,0.21628900000000000000,0.0
2017-08-04 00:00:00 +06,5.4,10.5,19.4,28.4,35.0,70.2,98.0,27.4,29.4,994.6,999.2,995.5,1000.1,220281,0.22028100000000000000,18.6
2017-08-05 00:00:00 +06,5.4,10.5,19.4,28.6,34.3,68.4,98.0,26.9,28.9,997.1,1001.1,998.0,1002.0,189733,0.18973300000000000000,0.6
2017-08-06 00:00:00 +06,3.9,7.6,14.0,28.1,33.1,73.5,98.0,26.7,28.8,999.6,1003.5,1000.5,1004.4,162244,0.16224400000000000000,0.0
2017-08-07 00:00:00 +06,3.7,7.2,13.3,27.6,32.1,76.4,98.0,26.2,28.5,1002.0,1006.3,1002.9,1007.3,186108,0.18610800000000000000,2.4
2017-08-08 00:00:00 +06,5.9,11.5,21.2,29.0,33.8,73.6,97.4,27.0,28.8,1001.6,1006.0,1002.5,1006.9,258482,0.25848200000000000000,0.0
2017-08-09 00:00:00 +06,5.6,10.9,20.2,28.6,32.1,77.7,98.0,26.4,28.9,1001.6,1005.8,1002.5,1006.7,129165,0.12916500000000000000,3.0
2017-08-10 00:00:00 +06,5.3,10.3,19.1,28.2,31.5,84.4,98.0,26.7,28.9,999.2,1003.8,1000.1,1004.7,100439,0.10043900000000000000,7.8
2017-08-11 00:00:00 +06,9.1,17.7,32.8,24.8,30.6,89.4,98.0,23.8,28.5,999.8,1003.0,1000.7,1004.0,22932,0.02293200000000000000,165.0
2017-08-12 00:00:00 +06,4.4,8.6,15.8,26.5,30.0,95.4,98.0,25.5,28.9,1000.5,1004.3,1001.4,1005.3,38268,0.03826800000000000000,36.6
2017-08-13 00:00:00 +06,4.4,8.6,15.8,27.5,31.0,86.5,98.0,25.6,28.5,1002.4,1006.7,1003.4,1007.7,119328,0.11932800000000000000,1.8
2017-08-14 00:00:00 +06,2.4,4.7,8.6,27.4,30.3,89.5,98.0,26.4,28.5,1003.1,1007.3,1004.0,1008.3,75339,0.07533900000000000000,12.6
2017-08-15 00:00:00 +06,4.2,8.2,15.1,27.0,31.6,86.4,98.0,26.0,29.7,1000.4,1005.4,1001.3,1006.3,84124,0.08412400000000000000,18.0
2017-08-16 00:00:00 +06,3.7,7.2,13.3,27.3,31.1,84.7,98.0,25.9,29.1,998.4,1003.4,999.3,1004.3,108869,0.10886900000000000000,0.0
2017-08-17 00:00:00 +06,3.0,5.8,10.8,28.4,33.2,76.0,98.0,27.2,29.1,997.5,1002.1,998.4,1003.0,213022,0.21302200000000000000,0.0
2017-08-18 00:00:00 +06,3.5,6.8,12.6,28.5,32.0,77.9,98.0,26.4,28.7,1000.4,1005.0,1001.3,1005.9,114965,0.11496500000000000000,0.0
2017-08-19 00:00:00 +06,4.6,8.9,16.6,25.8,34.1,70.6,98.0,24.8,28.7,1002.8,1007.0,1003.7,1007.9,272364,0.27236400000000000000,0.0
2017-08-20 00:00:00 +06,2.8,5.4,10.1,28.7,34.5,65.4,96.6,25.8,28.7,1001.2,1006.7,1002.1,1007.6,228516,0.22851600000000000000,0.6
2017-08-21 00:00:00 +06,3.4,6.6,12.2,29.7,34.8,68.5,97.1,27.0,29.4,999.9,1005.4,1000.8,1006.3,173293,0.17329300000000000000,0.0
2017-08-22 00:00:00 +06,5.4,10.5,19.4,27.4,33.7,74.4,98.0,26.0,29.6,999.2,1004.9,1000.1,1005.8,189397,0.18939700000000000000,11.4
2017-08-23 00:00:00 +06,4.7,9.1,16.9,26.9,33.6,71.6,98.0,25.9,28.8,999.7,1005.4,1000.6,1006.4,155304,0.15530400000000000000,1.2
2017-08-24 00:00:00 +06,3.9,7.6,14.0,27.7,33.7,74.7,98.0,26.7,29.0,999.3,1005.3,1000.2,1006.3,177225,0.17722500000000000000,6.6
2017-08-25 00:00:00 +06,3.1,6.0,11.2,29.5,34.3,66.2,93.9,26.2,29.3,998.4,1003.7,999.3,1004.6,188250,0.18825000000000000000,0.0
2017-08-26 00:00:00 +06,5.4,10.5,19.4,28.4,32.9,74.4,98.0,26.5,29.0,997.8,1001.2,998.7,1002.1,151349,0.15134900000000000000,3.6
2017-08-27 00:00:00 +06,5.1,9.9,18.4,27.2,33.9,70.9,98.0,26.2,28.5,998.5,1003.4,999.4,1004.3,186506,0.18650600000000000000,24.6
2017-08-28 00:00:00 +06,4.9,9.5,17.6,28.7,34.3,67.7,96.3,26.3,28.5,1001.1,1005.2,1002.0,1006.1,192353,0.19235300000000000000,1.2
2017-08-29 00:00:00 +06,5.4,10.5,19.4,29.3,33.6,75.1,95.2,26.3,29.3,1002.6,1007.1,1003.5,1008.0,150766,0.15076600000000000000,0.0
2017-08-30 00:00:00 +06,2.7,5.2,9.7,28.8,32.4,76.7,95.6,26.6,29.0,1002.5,1007.0,1003.4,1007.9,116461,0.11646100000000000000,0.0
2017-08-31 00:00:00 +06,4.2,8.2,15.1,26.4,32.5,81.4,98.0,25.4,28.7,1002.5,1007.8,1003.4,1008.8,58287,0.05828700000000000000,52.8
2017-09-01 00:00:00 +06,3.9,7.6,14.0,28.3,32.3,78.5,98.0,27.1,29.0,1001.6,1006.1,1002.5,1007.1,102865,0.10286500000000000000,9.0
2017-09-02 00:00:00 +06,4.5,8.7,16.2,27.7,31.2,84.7,98.0,26.7,28.8,1000.1,1004.8,1001.0,1005.7,97569,0.09756900000000000000,13.2
2017-09-03 00:00:00 +06,4.6,8.9,16.6,28.0,34.0,72.2,98.0,25.8,29.1,1001.2,1006.0,1002.1,1007.0,159362,0.15936200000000000000,0.6
2017-09-04 00:00:00 +06,2.9,5.6,10.4,28.8,33.0,73.9,98.0,24.7,29.9,1002.3,1006.8,1003.2,1007.7,97394,0.09739400000000000000,0.6
2017-09-05 00:00:00 +06,4.2,8.2,15.1,28.0,34.3,75.1,98.0,26.0,29.5,1002.2,1007.2,1003.2,1008.1,147475,0.14747500000000000000,0.0
2017-09-06 00:00:00 +06,3.1,6.0,11.2,29.1,33.8,76.6,98.0,26.8,29.7,1002.7,1007.5,1003.6,1008.5,101947,0.10194700000000000000,0.6
2017-09-07 00:00:00 +06,3.7,7.2,13.3,26.8,34.1,72.9,98.0,25.8,29.8,1003.5,1008.3,1004.4,1009.2,108510,0.10851000000000000000,43.2
2017-09-08 00:00:00 +06,4.2,8.2,15.1,28.9,34.3,69.1,98.0,26.7,29.0,1003.7,1008.3,1004.6,1009.2,154100,0.15410000000000000000,5.4
2017-09-09 00:00:00 +06,6.4,12.4,23.0,27.5,32.3,82.1,98.0,26.5,28.9,1002.7,1007.8,1003.6,1008.7,101487,0.10148700000000000000,24.0
2017-09-10 00:00:00 +06,7.2,14.0,25.9,25.5,30.6,90.3,98.0,24.5,28.8,1004.5,1009.0,1005.4,1010.0,28381,0.02838100000000000000,36.6
2017-09-11 00:00:00 +06,6.3,12.2,22.7,25.5,28.1,93.2,98.0,24.5,27.0,1005.7,1010.0,1006.7,1011.0,39439,0.03943900000000000000,46.2
2017-09-12 00:00:00 +06,2.1,4.1,7.6,26.6,30.8,81.0,98.0,25.6,28.3,1004.9,1010.2,1005.8,1011.2,103582,0.10358200000000000000,0.0
2017-09-13 00:00:00 +06,2.0,3.9,7.2,27.8,32.6,76.6,98.0,26.8,29.0,1004.4,1009.7,1005.3,1010.7,155964,0.15596400000000000000,1.8
2017-09-14 00:00:00 +06,2.5,4.9,9.0,28.3,33.7,71.9,98.0,26.9,29.0,1003.2,1009.3,1004.1,1010.3,140062,0.14006200000000000000,0.0
2017-09-15 00:00:00 +06,1.9,3.7,6.8,28.3,34.2,73.6,98.0,27.2,29.4,1001.2,1006.9,1002.1,1007.8,127906,0.12790600000000000000,0.0
2017-09-16 00:00:00 +06,3.3,6.4,11.9,28.6,36.4,61.8,98.0,27.0,30.2,999.0,1005.7,999.9,1006.6,134324,0.13432400000000000000,0.0
2017-09-17 00:00:00 +06,6.7,13.0,24.1,28.0,32.1,81.9,98.0,25.7,29.9,999.7,1005.1,1000.6,1006.1,95608,0.09560800000000000000,0.0
2017-09-18 00:00:00 +06,3.5,6.8,12.6,27.9,34.3,65.8,98.0,26.4,28.3,999.7,1005.4,1000.6,1006.3,113577,0.11357700000000000000,6.6
2017-09-19 00:00:00 +06,9.4,18.3,33.8,27.2,30.3,87.4,98.0,26.2,28.2,1000.2,1005.0,1001.1,1006.0,70107,0.07010700000000000000,44.9
2017-09-20 00:00:00 +06,5.0,9.7,18.0,27.3,31.9,81.8,98.0,26.3,28.7,1003.1,1007.0,1004.0,1008.0,95846,0.09584600000000000000,10.1
2017-09-21 00:00:00 +06,4.4,8.6,15.8,28.1,33.0,76.3,98.0,26.6,28.6,1003.4,1007.9,1004.3,1008.8,109416,0.10941600000000000000,0.0
2017-09-22 00:00:00 +06,3.5,6.8,12.6,28.5,33.1,70.3,98.0,25.3,29.4,1003.8,1008.4,1004.7,1009.3,104270,0.10427000000000000000,9.5
2017-09-23 00:00:00 +06,2.0,3.9,7.2,28.9,34.5,65.0,98.0,26.2,29.4,1004.6,1009.5,1005.5,1010.4,121390,0.12139000000000000000,0.0
2017-09-24 00:00:00 +06,2.6,5.1,9.4,29.3,35.6,60.9,98.0,25.9,29.9,1002.5,1008.2,1003.4,1009.1,97179,0.09717900000000000000,0.0
2017-09-25 00:00:00 +06,2.8,5.4,10.1,29.7,33.8,79.9,98.0,27.8,30.2,1001.2,1006.9,1002.1,1007.8,73455,0.07345500000000000000,0.0
2017-09-26 00:00:00 +06,2.0,3.9,7.2,29.5,33.3,82.2,98.0,28.1,30.3,1002.7,1007.3,1003.6,1008.2,69829,0.06982900000000000000,0.0
2017-09-27 00:00:00 +06,5.9,11.5,21.2,26.8,32.7,79.7,98.0,25.8,29.5,1003.3,1009.0,1004.2,1010.0,63996,0.06399600000000000000,15.6
2017-09-28 00:00:00 +06,4.8,9.3,17.3,26.4,33.8,75.6,98.0,25.4,29.7,1001.4,1006.6,1002.3,1007.6,103587,0.10358700000000000000,51.6
2017-09-29 00:00:00 +06,11.4,22.2,41.0,26.8,28.4,95.0,98.0,25.8,27.3,1001.0,1008.2,1002.0,1009.2,36204,0.03620400000000000000,37.2
2017-09-30 00:00:00 +06,4.7,9.1,16.9,27.5,31.2,86.7,98.0,26.4,28.5,1006.3,1010.4,1007.3,1011.4,80464,0.08046400000000000000,3.0
2017-10-01 00:00:00 +06,5.4,10.5,19.4,27.1,33.0,75.3,98.0,26.1,29.5,1005.7,1010.4,1006.7,1011.4,82080,0.08208000000000000000,9.0
2017-10-02 00:00:00 +06,2.3,4.5,8.3,26.9,33.2,72.1,98.0,25.9,28.8,1003.7,1009.0,1004.6,1010.0,82002,0.08200200000000000000,0.0
2017-10-03 00:00:00 +06,2.2,4.3,7.9,27.5,33.8,68.2,98.0,26.5,29.1,1004.1,1009.3,1005.0,1010.2,91302,0.09130200000000000000,0.0
2017-10-04 00:00:00 +06,3.1,6.0,11.2,28.3,35.2,61.5,98.0,26.0,29.7,1004.2,1009.3,1005.1,1010.2,86002,0.08600200000000000000,0.0
2017-10-05 00:00:00 +06,3.4,6.6,12.2,28.3,35.4,62.1,98.0,25.2,29.3,1003.8,1008.8,1004.7,1009.7,90403,0.09040300000000000000,0.0
2017-10-06 00:00:00 +06,3.2,6.2,11.5,27.8,34.7,71.6,97.5,25.3,29.7,1003.8,1008.6,1004.7,1009.5,75145,0.07514500000000000000,3.0
2017-10-07 00:00:00 +06,3.7,7.2,13.3,27.9,32.4,71.2,98.0,25.8,28.2,1004.7,1010.0,1005.6,1011.0,86297,0.08629700000000000000,6.6
2017-10-08 00:00:00 +06,7.1,13.8,25.6,27.2,32.7,72.2,98.0,25.6,28.0,1004.8,1008.8,1005.7,1009.8,86858,0.08685800000000000000,16.8
2017-10-09 00:00:00 +06,5.4,10.5,19.4,26.5,31.1,79.6,98.0,24.8,27.4,1004.9,1008.9,1005.9,1009.9,85214,0.08521400000000000000,4.2
2017-10-10 00:00:00 +06,2.4,4.7,8.6,26.7,33.2,69.0,98.0,25.7,28.2,1003.6,1008.4,1004.5,1009.4,81202,0.08120200000000000000,2.4
2017-10-11 00:00:00 +06,3.5,6.8,12.6,27.6,34.8,60.7,98.0,25.5,28.7,1003.0,1007.0,1003.9,1007.9,88443,0.08844300000000000000,1.8
2017-10-12 00:00:00 +06,3.4,6.6,12.2,28.0,35.3,57.2,97.4,24.8,28.9,1002.3,1007.1,1003.2,1008.0,87900,0.08790000000000000000,0.0
2017-10-13 00:00:00 +06,3.1,6.0,11.2,28.1,33.1,69.4,98.0,26.0,28.8,1002.3,1007.2,1003.2,1008.1,90732,0.09073200000000000000,0.0
2017-10-14 00:00:00 +06,2.9,5.6,10.4,28.4,33.0,65.4,96.0,25.0,27.6,1002.0,1007.7,1002.9,1008.6,101018,0.10101800000000000000,0.0
2017-10-15 00:00:00 +06,3.6,7.0,13.0,26.0,33.0,70.6,98.0,25.0,28.7,1003.0,1007.4,1003.9,1008.4,87571,0.08757100000000000000,3.0
2017-10-16 00:00:00 +06,2.6,5.1,9.4,27.3,33.9,62.3,98.0,25.0,28.8,1002.1,1007.7,1003.0,1008.6,91947,0.09194700000000000000,0.0
2017-10-17 00:00:00 +06,2.7,5.2,9.7,26.9,34.3,57.0,98.0,24.0,29.0,1002.2,1007.1,1003.1,1008.0,90280,0.09028000000000000000,0.0
2017-10-18 00:00:00 +06,3.7,7.2,13.3,26.9,32.1,73.7,98.0,25.3,28.4,1004.4,1008.7,1005.3,1009.7,81585,0.08158500000000000000,0.0
2017-10-19 00:00:00 +06,6.1,11.9,22.0,24.7,29.9,84.5,98.0,23.7,27.7,1005.8,1010.9,1006.7,1011.9,54330,0.05433000000000000000,10.8
2017-10-20 00:00:00 +06,6.5,12.6,23.4,25.0,27.7,91.7,98.0,24.0,26.2,1006.4,1010.9,1007.4,1011.9,16165,0.01616500000000000000,4.2
2017-10-21 00:00:00 +06,8.8,17.1,31.7,24.2,27.4,90.5,98.0,22.8,26.3,996.5,1006.4,997.4,1007.4,8871,0.00887100000000000000,4.2
2017-10-22 00:00:00 +06,5.7,11.1,20.5,23.2,29.3,74.5,98.0,22.2,25.0,1001.2,1008.2,1002.2,1009.2,63743,0.06374300000000000000,3.6
2017-10-23 00:00:00 +06,2.0,3.9,7.2,24.9,31.1,72.5,98.0,23.9,27.0,1006.1,1010.3,1007.0,1011.3,80274,0.08027400000000000000,2.4
2017-10-24 00:00:00 +06,5.0,9.7,18.0,23.8,31.2,67.3,98.0,22.7,26.9,1009.1,1013.1,1010.0,1014.1,84324,0.08432400000000000000,4.2
2017-10-25 00:00:00 +06,2.0,3.9,7.2,23.8,31.5,70.9,98.0,22.8,26.9,1011.6,1016.2,1012.6,1017.2,91383,0.09138300000000000000,3.0
2017-10-26 00:00:00 +06,4.4,8.6,15.8,24.1,31.2,61.8,98.0,22.3,26.6,1012.1,1016.5,1013.1,1017.5,81334,0.08133400000000000000,5.4
2017-10-27 00:00:00 +06,3.4,6.6,12.2,23.0,30.9,42.8,98.0,16.3,25.5,1010.3,1014.8,1011.3,1015.8,78089,0.07808900000000000000,6.6
2017-10-28 00:00:00 +06,3.2,6.2,11.5,22.9,30.3,39.2,98.0,14.8,24.5,1010.5,1014.5,1011.5,1015.5,77059,0.07705900000000000000,8.4
2017-10-29 00:00:00 +06,2.8,5.4,10.1,21.3,30.6,48.4,98.0,17.3,24.9,1011.9,1015.5,1012.8,1016.5,80964,0.08096400000000000000,6.6
2017-10-30 00:00:00 +06,2.6,5.1,9.4,21.1,24.6,75.1,98.0,19.0,22.6,1011.2,1016.9,1012.2,1017.8,51417,0.05141700000000000000,3.0
2017-10-31 00:00:00 +06,3.1,6.0,11.2,20.3,28.3,65.9,98.0,19.3,22.4,1010.7,1014.7,1011.7,1015.6,71522,0.07152200000000000000,3.0
2017-11-01 00:00:00 +06,3.0,5.8,10.8,21.2,30.0,61.6,98.0,20.2,24.0,1010.6,1015.8,1011.6,1016.8,72629,0.07262900000000000000,1.8
2017-11-02 00:00:00 +06,3.2,6.2,11.5,22.5,30.7,56.7,98.0,19.8,23.7,1008.7,1013.8,1009.7,1014.8,70565,0.07056500000000000000,3.0
2017-11-03 00:00:00 +06,4.5,8.7,16.2,22.1,31.3,51.8,98.0,19.6,24.5,1009.1,1013.4,1010.0,1014.4,68864,0.06886400000000000000,4.8
2017-11-04 00:00:00 +06,3.2,6.2,11.5,22.8,32.3,51.9,98.0,20.6,24.8,1009.6,1014.0,1010.5,1015.0,71099,0.07109900000000000000,14.4
2017-11-05 00:00:00 +06,4.0,7.8,14.4,23.5,32.2,60.3,98.0,21.2,24.7,1009.4,1014.0,1010.3,1015.0,71258,0.07125800000000000000,7.8
2017-11-06 00:00:00 +06,4.0,7.8,14.4,22.4,32.3,42.9,97.9,17.0,24.0,1009.2,1013.5,1010.1,1014.5,72972,0.07297200000000000000,0.0
2017-11-07 00:00:00 +06,3.3,6.4,11.9,22.7,32.0,56.2,98.0,20.7,25.9,1009.4,1014.0,1010.3,1015.0,71215,0.07121500000000000000,0.0
2017-11-08 00:00:00 +06,2.3,4.5,8.3,21.7,31.5,52.0,97.5,19.8,23.7,1009.2,1014.2,1010.1,1015.2,73995,0.07399500000000000000,0.0
2017-11-09 00:00:00 +06,2.2,4.3,7.9,22.3,31.0,51.4,98.0,18.6,25.1,1008.5,1013.2,1009.5,1014.2,67954,0.06795400000000000000,0.0
2017-11-10 00:00:00 +06,3.4,6.6,12.2,22.3,30.9,51.1,98.0,18.6,23.5,1008.8,1013.6,1009.8,1014.6,66056,0.06605600000000000000,0.0
