Data Timestamp,WS MAX MS,WS MAX KT,WS MAX KM,TEMP MIN DEG,TEMP MAX DEG,RH MIN %,RH MAX %,DP MIN %,DP MAX %,QFE MIN %,QFE MAX %,QFF MIN %,QFF MAX %,IRAD SUM JM2,IRAD SUM MJM2,RAIN SUM MM
2023-01-23 00:00:00 +06,2.7,5.2,9.7,16.0,28.3,45.9,90.4,14.5,19.1,1013.2,1018.5,1013.7,1018.9,97176,0.09717600000000000000,0.0
2023-01-24 00:00:00 +06,3.3,6.4,11.9,16.4,28.9,42.8,86.6,15.1,20.0,1013.8,1018.8,1014.3,1019.2,104049,0.10404900000000000000,0.0
2023-01-25 00:00:00 +06,2.8,5.4,10.1,16.6,28.7,46.9,92.3,15.4,20.4,1012.8,1018.5,1013.3,1018.9,101323,0.10132300000000000000,0.0
2023-01-26 00:00:00 +06,2.1,4.1,7.6,18.1,29.2,54.5,87.9,17.0,21.5,1012.8,1017.7,1013.3,1018.2,76999,0.07699900000000000000,0.0
2023-01-27 00:00:00 +06,3.6,7.0,13.0,18.3,29.2,50.2,90.3,17.2,20.9,1012.3,1018.1,1012.8,1018.5,97775,0.09777500000000000000,0.0
2023-01-28 00:00:00 +06,5.3,10.3,19.1,18.2,28.2,53.2,87.9,17.0,20.8,1012.1,1017.6,1012.6,1018.0,104838,0.10483800000000000000,0.0
2023-01-29 00:00:00 +06,4.6,8.9,16.6,16.4,25.8,38.1,91.5,11.6,19.0,1013.0,1018.1,1013.5,1018.6,60995,0.06099500000000000000,0.0
2023-01-30 00:00:00 +06,2.8,5.4,10.1,15.8,29.0,40.3,91.2,15.0,21.4,1013.5,1019.1,1014.0,1019.5,96794,0.09679400000000000000,0.0
2023-01-31 00:00:00 +06,4.3,8.4,15.5,17.4,30.0,39.5,90.0,15.8,20.6,1011.4,1017.1,1011.9,1017.6,102717,0.10271700000000000000,0.0
2023-02-01 00:00:00 +06,4.3,8.4,15.5,19.4,27.1,56.6,81.0,16.6,20.0,1012.2,1016.6,1012.7,1017.0,61214,0.06121400000000000000,0.0
2023-02-02 00:00:00 +06,5.3,10.3,19.1,14.0,26.6,41.9,82.3,11.8,17.3,1013.2,1018.4,1013.7,1018.8,118913,0.11891300000000000000,1.2
2023-02-03 00:00:00 +06,4.4,8.6,15.8,14.4,27.8,50.1,87.8,13.2,19.1,1011.8,1017.1,1012.3,1017.5,110572,0.11057200000000000000,0.0
2023-02-04 00:00:00 +06,4.4,8.6,15.8,15.7,27.8,40.7,85.5,14.3,19.1,1010.3,1016.1,1010.8,1016.5,108498,0.10849800000000000000,0.0
2023-02-05 00:00:00 +06,3.5,6.8,12.6,15.3,28.3,36.9,88.0,14.0,18.9,1011.1,1015.9,1011.6,1016.3,105627,0.10562700000000000000,0.0
2023-02-06 00:00:00 +06,4.2,8.2,15.1,15.1,27.8,39.3,87.8,13.6,18.1,1011.3,1016.9,1011.8,1017.3,109252,0.10925200000000000000,0.0
2023-02-07 00:00:00 +06,7.1,13.8,25.6,15.9,29.4,46.4,91.5,14.7,21.2,1010.9,1014.7,1011.4,1015.2,104749,0.10474900000000000000,0.0
2023-02-08 00:00:00 +06,5.1,9.9,18.4,19.0,28.0,56.8,92.9,18.1,21.3,1011.6,1016.6,1012.1,1017.0,104913,0.10491300000000000000,0.0
2023-02-09 00:00:00 +06,2.8,5.4,10.1,19.0,28.5,58.1,93.9,17.9,22.6,1012.2,1016.5,1012.6,1016.9,88006,0.08800600000000000000,0.0
2023-02-10 00:00:00 +06,4.9,9.5,17.6,18.0,30.2,30.7,88.4,12.9,21.1,1012.1,1017.0,1012.6,1017.5,132183,0.13218300000000000000,0.0
2023-02-11 00:00:00 +06,3.5,6.8,12.6,16.6,29.0,42.8,88.9,15.0,19.9,1011.5,1017.1,1012.0,1017.5,123968,0.12396800000000000000,0.0
2023-02-12 00:00:00 +06,3.9,7.6,14.0,19.5,30.1,44.1,89.5,16.7,22.7,1012.1,1015.8,1012.6,1016.3,88354,0.08835400000000000000,0.0
2023-02-13 00:00:00 +06,5.6,10.9,20.2,16.1,29.5,20.6,86.3,6.2,20.3,1013.0,1017.7,1013.5,1018.2,172405,0.17240500000000000000,0.0
2023-02-14 00:00:00 +06,4.3,8.4,15.5,13.8,28.0,24.7,74.5,8.2,15.1,1011.7,1018.2,1012.2,1018.6,161185,0.16118500000000000000,0.0
2023-02-15 00:00:00 +06,3.9,7.6,14.0,14.7,28.5,32.6,82.7,10.5,16.8,1010.9,1015.7,1011.4,1016.2,136776,0.13677600000000000000,0.0
2023-02-16 00:00:00 +06,3.3,6.4,11.9,16.5,28.9,35.6,87.8,13.8,19.9,1012.8,1017.3,1013.3,1017.8,118012,0.11801200000000000000,0.0
2023-02-17 00:00:00 +06,3.6,7.0,13.0,17.1,29.8,33.1,90.0,13.3,21.3,1013.4,1019.2,1013.9,1019.6,112632,0.11263200000000000000,0.0
2023-02-18 00:00:00 +06,2.4,4.7,8.6,18.3,30.2,40.7,90.7,16.6,20.9,1013.5,1018.8,1014.0,1019.2,111086,0.11108600000000000000,0.0
2023-02-19 00:00:00 +06,2.7,5.2,9.7,20.3,30.7,49.8,88.6,19.0,22.1,1012.3,1018.2,1012.8,1018.6,84410,0.08441000000000000000,0.0
2023-02-20 00:00:00 +06,3.5,6.8,12.6,20.4,31.0,54.1,89.7,19.5,23.3,1012.1,1016.8,1012.6,1017.2,91878,0.09187800000000000000,0.0
2023-02-21 00:00:00 +06,5.1,9.9,18.4,20.7,29.5,64.5,92.0,19.9,24.2,1012.2,1017.0,1012.7,1017.4,85823,0.08582300000000000000,0.0
2023-02-22 00:00:00 +06,7.3,14.2,26.3,21.9,30.3,60.9,91.7,21.0,24.1,1010.6,1015.8,1011.1,1016.2,102330,0.10233000000000000000,0.0
2023-02-23 00:00:00 +06,6.6,12.8,23.8,22.2,31.0,54.8,92.3,21.2,24.3,1012.0,1016.0,1012.4,1016.5,135835,0.13583500000000000000,0.0
2023-02-24 00:00:00 +06,4.9,9.5,17.6,22.7,31.7,57.0,91.4,19.8,24.3,1013.1,1017.8,1013.6,1018.3,139260,0.13926000000000000000,0.0
2023-02-25 00:00:00 +06,3.5,6.8,12.6,20.4,33.6,35.6,86.8,15.1,23.2,1015.6,1020.1,1016.1,1020.6,150826,0.15082600000000000000,0.0
2023-02-26 00:00:00 +06,5.1,9.9,18.4,18.2,34.2,23.8,86.8,11.1,21.4,1016.6,1021.3,1017.1,1021.8,145411,0.14541100000000000000,0.0
2023-02-27 00:00:00 +06,4.5,8.7,16.2,19.3,33.2,35.6,87.4,17.6,21.7,1015.5,1021.2,1016.0,1021.7,128716,0.12871600000000000000,0.0
2023-02-28 00:00:00 +06,4.7,9.1,16.9,19.7,33.6,25.6,86.0,12.2,21.4,1016.6,1020.8,1017.1,1021.3,132264,0.13226400000000000000,0.0
2023-03-01 00:00:00 +06,3.9,7.6,14.0,19.6,33.9,31.3,89.0,15.2,21.7,1016.3,1021.6,1016.8,1022.1,140518,0.14051800000000000000,0.0
2023-03-02 00:00:00 +06,3.1,6.0,11.2,20.0,33.2,38.8,88.3,18.6,23.4,1015.7,1021.2,1016.2,1021.7,136590,0.13659000000000000000,0.0
2023-03-03 00:00:00 +06,4.4,8.6,15.8,20.9,35.1,33.5,89.5,17.3,22.4,1015.5,1020.7,1016.0,1021.2,138435,0.13843500000000000000,0.0
2023-03-04 00:00:00 +06,3.0,5.8,10.8,20.9,33.9,38.8,91.3,19.2,22.9,1014.6,1020.6,1015.1,1021.1,135539,0.13553900000000000000,0.0
2023-03-05 00:00:00 +06,2.8,5.4,10.1,21.7,33.9,41.1,91.3,18.6,23.9,1013.6,1019.8,1014.1,1020.3,119912,0.11991200000000000000,0.0
2023-03-06 00:00:00 +06,4.8,9.3,17.3,21.3,35.3,28.7,88.6,15.6,22.2,1013.3,1018.6,1013.8,1019.1,126210,0.12621000000000000000,0.0
2023-03-07 00:00:00 +06,3.9,7.6,14.0,20.8,34.8,23.0,88.1,12.2,22.7,1014.4,1019.5,1014.9,1020.0,116040,0.11604000000000000000,0.0
2023-03-08 00:00:00 +06,4.2,8.2,15.1,20.4,35.0,26.8,86.1,14.9,21.7,1015.5,1019.8,1016.0,1020.3,123995,0.12399500000000000000,0.0
2023-03-09 00:00:00 +06,5.3,10.3,19.1,20.6,34.9,27.3,75.8,15.8,21.3,1014.1,1018.4,1014.6,1018.9,119508,0.11950800000000000000,0.0
2023-03-10 00:00:00 +06,5.0,9.7,18.0,21.9,33.8,35.9,78.9,16.0,21.8,1013.7,1018.5,1014.2,1019.0,105380,0.10538000000000000000,0.0
2023-03-11 00:00:00 +06,4.5,8.7,16.2,21.6,35.2,27.2,80.1,15.7,21.7,1014.0,1018.8,1014.5,1019.3,126909,0.12690900000000000000,0.0
2023-03-12 00:00:00 +06,4.7,9.1,16.9,21.4,37.3,25.9,77.9,15.6,21.4,1012.5,1017.6,1013.0,1018.1,145806,0.14580600000000000000,0.0
2023-03-13 00:00:00 +06,5.2,10.1,18.7,20.9,37.1,25.8,77.0,15.4,20.2,1010.2,1016.0,1010.7,1016.5,170986,0.17098600000000000000,0.0
2023-03-14 00:00:00 +06,5.4,10.5,19.4,20.7,34.3,40.8,83.2,17.2,23.4,1009.0,1015.1,1009.5,1015.6,140376,0.14037600000000000000,0.0
2023-03-15 00:00:00 +06,6.4,12.4,23.0,22.1,30.2,52.6,91.9,20.7,25.5,1009.1,1015.3,1009.6,1015.8,84069,0.08406900000000000000,3.0
2023-03-16 00:00:00 +06,4.4,8.6,15.8,23.0,31.8,57.2,89.7,21.4,25.1,1012.2,1016.6,1012.6,1017.1,131287,0.13128700000000000000,0.0
2023-03-17 00:00:00 +06,5.9,11.5,21.2,22.0,30.0,52.8,86.7,19.3,23.6,1012.4,1017.3,1012.9,1017.7,93883,0.09388300000000000000,0.0
2023-03-18 00:00:00 +06,3.0,5.8,10.8,21.6,33.4,40.5,85.8,19.5,22.4,1009.7,1015.8,1010.2,1016.3,160261,0.16026100000000000000,0.0
2023-03-19 00:00:00 +06,7.3,14.2,26.3,20.1,24.5,76.6,95.3,19.6,23.6,1009.5,1015.8,1010.0,1016.2,37032,0.03703200000000000000,36.6
2023-03-20 00:00:00 +06,5.0,9.7,18.0,20.7,28.6,75.2,95.3,20.2,27.2,1008.1,1013.7,1008.6,1014.1,119100,0.11910000000000000000,3.6
2023-03-21 00:00:00 +06,8.8,17.1,31.7,20.3,30.2,63.5,95.3,19.0,24.5,1008.8,1013.8,1009.3,1014.3,139348,0.13934800000000000000,11.4
2023-03-22 00:00:00 +06,4.7,9.1,16.9,19.7,28.9,56.8,95.3,19.9,24.3,1008.0,1014.3,1008.5,1014.8,184120,0.18412000000000000000,0.0
2023-03-23 00:00:00 +06,6.9,13.4,24.8,20.6,32.1,56.7,93.4,20.2,25.7,1008.7,1012.9,1009.2,1013.4,160946,0.16094600000000000000,0.0
2023-03-24 00:00:00 +06,7.6,14.8,27.4,20.4,31.9,59.5,90.7,18.7,25.7,1010.3,1014.8,1010.8,1015.3,215109,0.21510900000000000000,0.0
2023-03-25 00:00:00 +06,6.1,11.9,22.0,21.9,31.1,63.7,88.0,19.3,25.8,1010.3,1016.3,1010.8,1016.8,186441,0.18644100000000000000,0.6
2023-03-26 00:00:00 +06,5.6,10.9,20.2,21.8,33.6,62.8,91.2,19.7,27.8,1007.3,1013.4,1007.8,1013.9,186717,0.18671700000000000000,0.0
2023-03-27 00:00:00 +06,8.2,15.9,29.5,22.6,33.4,49.2,88.0,20.7,25.4,1008.1,1013.4,1008.6,1013.9,227699,0.22769900000000000000,0.0
2023-03-28 00:00:00 +06,5.2,10.1,18.7,23.0,33.7,54.1,91.2,20.5,27.2,1009.2,1013.5,1009.7,1014.0,195892,0.19589200000000000000,0.0
2023-03-29 00:00:00 +06,7.6,14.8,27.4,18.8,28.1,68.1,95.3,19.1,26.8,1010.3,1017.7,1010.8,1018.1,137695,0.13769500000000000000,12.0
2023-03-30 00:00:00 +06,9.5,18.5,34.2,18.8,31.0,70.9,95.3,19.1,30.2,1007.8,1014.1,1008.3,1014.5,193185,0.19318500000000000000,20.4
2023-03-31 00:00:00 +06,9.3,18.1,33.5,18.2,30.9,60.2,95.3,18.5,27.2,1009.3,1015.1,1009.8,1015.5,218799,0.21879900000000000000,30.5
2023-04-01 00:00:00 +06,7.4,14.4,26.6,19.5,28.8,71.1,95.3,19.8,28.0,1008.7,1013.3,1009.2,1013.8,180448,0.18044800000000000000,12.6
2023-04-02 00:00:00 +06,7.9,15.4,28.4,22.3,33.7,46.0,93.3,19.9,25.3,1006.3,1011.6,1006.8,1012.1,240273,0.24027300000000000000,0.6
2023-04-03 00:00:00 +06,5.5,10.7,19.8,21.2,35.2,32.9,95.3,17.4,31.1,1006.6,1011.2,1007.1,1011.7,257172,0.25717200000000000000,6.0
2023-04-04 00:00:00 +06,7.0,13.6,25.2,23.0,33.7,58.9,94.4,20.3,27.5,1006.8,1011.9,1007.3,1012.4,217396,0.21739600000000000000,0.0
2023-04-05 00:00:00 +06,5.4,10.5,19.4,25.9,34.6,54.2,92.1,23.0,27.9,1006.4,1011.3,1006.9,1011.8,158770,0.15877000000000000000,0.0
2023-04-06 00:00:00 +06,5.2,10.1,18.7,23.9,36.1,24.4,92.9,13.9,28.8,1009.9,1014.3,1010.4,1014.8,203965,0.20396500000000000000,0.0
2023-04-07 00:00:00 +06,6.0,11.7,21.6,22.7,37.4,22.0,91.7,14.1,27.3,1011.4,1015.5,1011.8,1016.0,230907,0.23090700000000000000,0.0
2023-04-08 00:00:00 +06,3.1,6.0,11.2,21.7,39.7,21.3,90.0,15.7,25.9,1012.0,1016.6,1012.5,1017.1,236485,0.23648500000000000000,0.0
2023-04-09 00:00:00 +06,4.6,8.9,16.6,23.2,38.6,22.9,89.0,15.7,25.6,1010.8,1016.4,1011.3,1016.9,228929,0.22892900000000000000,0.0
2023-04-10 00:00:00 +06,3.9,7.6,14.0,23.2,39.6,21.5,90.3,16.1,26.6,1009.4,1014.4,1009.9,1014.9,239566,0.23956600000000000000,0.0
2023-04-11 00:00:00 +06,5.6,10.9,20.2,23.6,36.9,26.0,90.0,16.5,28.2,1009.0,1014.0,1009.5,1014.5,204990,0.20499000000000000000,0.0
2023-04-12 00:00:00 +06,3.7,7.2,13.3,22.9,39.8,21.4,88.7,15.9,26.6,1007.5,1013.0,1008.0,1013.5,262453,0.26245300000000000000,0.0
2023-04-13 00:00:00 +06,6.1,11.9,22.0,23.8,38.2,22.5,90.6,15.8,26.9,1006.6,1011.8,1007.1,1012.3,251366,0.25136600000000000000,0.0
2023-04-14 00:00:00 +06,4.2,8.2,15.1,24.7,41.9,22.8,91.5,16.3,28.0,1006.5,1011.6,1007.0,1012.1,245434,0.24543400000000000000,0.0
2023-04-15 00:00:00 +06,3.0,5.8,10.8,26.2,38.8,47.7,90.4,24.0,31.2,1005.9,1011.6,1006.4,1012.1,194634,0.19463400000000000000,0.0
2023-04-16 00:00:00 +06,4.2,8.2,15.1,26.7,41.8,23.0,90.0,19.0,30.5,1004.8,1009.5,1005.3,1010.0,221441,0.22144100000000000000,0.0
2023-04-17 00:00:00 +06,7.2,14.0,25.9,27.6,37.7,51.2,94.4,26.8,29.5,1005.8,1010.5,1006.3,1011.0,217811,0.21781100000000000000,0.0
2023-04-18 00:00:00 +06,6.0,11.7,21.6,27.3,36.5,58.0,92.4,26.9,29.2,1007.1,1012.5,1007.6,1013.0,201382,0.20138200000000000000,0.0
2023-04-19 00:00:00 +06,7.2,14.0,25.9,27.6,37.2,55.5,92.3,26.9,29.1,1002.4,1009.3,1002.9,1009.8,229417,0.22941700000000000000,0.0
2023-04-20 00:00:00 +06,8.8,17.1,31.7,25.5,37.3,54.9,91.6,22.6,29.3,1000.8,1006.3,1001.3,1006.8,236073,0.23607300000000000000,0.0
2023-04-21 00:00:00 +06,11.8,22.9,42.5,19.2,35.8,56.6,95.3,19.5,29.0,1002.6,1008.7,1003.1,1009.1,183958,0.18395800000000000000,93.6
2023-04-22 00:00:00 +06,3.1,6.0,11.2,21.1,36.2,51.7,95.3,21.4,28.9,1004.5,1009.7,1005.0,1010.2,285682,0.28568200000000000000,0.0
2023-04-23 00:00:00 +06,5.9,11.5,21.2,22.2,32.6,43.4,90.5,20.1,27.0,1006.3,1011.5,1006.8,1011.9,99939,0.09993900000000000000,0.0
2023-04-24 00:00:00 +06,3.7,7.2,13.3,20.9,35.3,43.2,88.8,20.1,25.7,1010.3,1015.3,1010.8,1015.8,303793,0.30379300000000000000,0.0
2023-04-25 00:00:00 +06,3.9,7.6,14.0,23.4,38.0,35.7,84.1,21.2,26.6,1008.7,1015.1,1009.2,1015.6,297850,0.29785000000000000000,0.0
2023-04-26 00:00:00 +06,3.8,7.4,13.7,24.3,38.7,31.2,81.6,20.0,26.7,1007.8,1012.9,1008.3,1013.4,289641,0.28964100000000000000,0.0
2023-04-27 00:00:00 +06,19.1,37.1,68.8,21.2,39.2,35.5,95.3,20.3,27.0,1007.3,1012.9,1007.8,1013.4,249481,0.24948100000000000000,1.2
2023-04-28 00:00:00 +06,4.0,7.8,14.4,22.0,35.9,45.8,87.3,20.6,26.3,1008.0,1014.4,1008.5,1014.9,290541,0.29054100000000000000,0.0
2023-04-29 00:00:00 +06,5.3,10.3,19.1,21.6,36.8,46.5,95.3,21.9,26.4,1006.4,1012.6,1006.9,1013.1,277661,0.27766100000000000000,9.0
2023-04-30 00:00:00 +06,6.9,13.4,24.8,21.6,36.5,46.0,95.3,21.1,28.3,1005.8,1011.6,1006.3,1012.1,286660,0.28666000000000000000,0.0
2023-05-01 00:00:00 +06,5.8,11.3,20.9,24.1,35.8,41.6,85.3,21.8,25.6,1007.6,1012.2,1008.1,1012.7,238832,0.23883200000000000000,0.0
2023-05-02 00:00:00 +06,3.9,7.6,14.0,25.0,37.3,38.9,85.5,20.8,26.5,1008.3,1013.6,1008.8,1014.1,273006,0.27300600000000000000,0.0
2023-05-03 00:00:00 +06,4.2,8.2,15.1,25.3,36.4,48.6,84.3,22.9,27.0,1008.2,1014.4,1008.7,1014.9,163947,0.16394700000000000000,0.0
2023-05-04 00:00:00 +06,5.8,11.3,20.9,23.4,33.3,63.5,95.3,22.8,27.3,1008.1,1013.5,1008.6,1014.0,129403,0.12940300000000000000,71.1
2023-05-05 00:00:00 +06,4.9,9.5,17.6,23.3,36.7,47.9,95.3,23.6,30.4,1004.7,1010.5,1005.2,1011.0,235719,0.23571900000000000000,0.0
2023-05-06 00:00:00 +06,6.2,12.1,22.3,25.5,35.5,49.2,91.4,23.2,29.5,1004.5,1010.0,1005.0,1010.5,230006,0.23000600000000000000,0.0
2023-05-07 00:00:00 +06,6.0,11.7,21.6,25.9,36.3,51.7,87.7,24.6,29.2,1003.8,1010.0,1004.3,1010.5,260253,0.26025300000000000000,0.0
2023-05-08 00:00:00 +06,4.9,9.5,17.6,26.8,40.0,35.8,88.2,22.8,29.5,1004.0,1008.5,1004.5,1009.0,274889,0.27488900000000000000,0.0
2023-05-09 00:00:00 +06,4.4,8.6,15.8,26.9,41.2,27.5,89.0,19.3,29.3,1003.9,1008.3,1004.4,1008.8,194420,0.19442000000000000000,0.0
2023-05-10 00:00:00 +06,7.3,14.2,26.3,26.5,37.6,51.2,90.1,21.7,28.6,1003.5,1009.5,1004.0,1010.0,281069,0.28106900000000000000,0.0
2023-05-11 00:00:00 +06,6.5,12.6,23.4,25.4,37.6,43.1,89.4,22.2,29.0,1005.3,1012.0,1005.8,1012.5,290682,0.29068200000000000000,0.0
2023-05-12 00:00:00 +06,4.6,8.9,16.6,25.1,35.9,44.2,84.1,22.8,28.3,1005.4,1011.6,1005.9,1012.1,180876,0.18087600000000000000,0.0
2023-05-13 00:00:00 +06,4.6,8.9,16.6,26.4,34.8,58.2,88.8,24.4,29.0,1004.7,1009.7,1005.2,1010.2,155000,0.15500000000000000000,0.0
2023-05-14 00:00:00 +06,9.0,17.5,32.4,25.4,33.5,47.2,80.5,19.0,24.7,998.9,1005.9,999.4,1006.4,119540,0.11954000000000000000,0.0
2023-05-15 00:00:00 +06,10.9,21.2,39.2,23.7,35.2,46.8,79.2,19.8,25.9,1002.7,1008.2,1003.2,1008.7,319917,0.31991700000000000000,0.0
2023-05-16 00:00:00 +06,12.3,23.9,44.3,21.9,36.0,54.4,95.3,21.2,29.3,1004.2,1011.0,1004.7,1011.5,263491,0.26349100000000000000,24.6
2023-05-17 00:00:00 +06,10.2,19.8,36.7,20.8,28.7,65.1,95.3,20.6,27.1,1008.4,1015.8,1008.9,1016.2,152960,0.15296000000000000000,18.0
2023-05-18 00:00:00 +06,8.8,17.1,31.7,20.4,31.3,61.0,95.3,20.3,27.4,1009.4,1015.5,1009.9,1015.9,192059,0.19205900000000000000,12.6
2023-05-19 00:00:00 +06,7.6,14.8,27.4,23.6,34.3,64.9,89.0,22.2,28.3,1006.0,1011.7,1006.5,1012.2,166393,0.16639300000000000000,0.0
2023-05-20 00:00:00 +06,8.2,15.9,29.5,26.8,35.3,59.8,90.8,25.1,29.0,1006.1,1010.1,1006.6,1010.6,268621,0.26862100000000000000,0.0
2023-05-21 00:00:00 +06,10.5,20.4,37.8,20.8,34.8,62.4,95.3,21.1,29.3,1006.4,1014.6,1006.9,1015.0,244293,0.24429300000000000000,59.7
2023-05-22 00:00:00 +06,6.8,13.2,24.5,21.2,33.7,67.7,95.3,21.5,29.6,1007.6,1012.6,1008.1,1013.1,251787,0.25178700000000000000,0.0
2023-05-23 00:00:00 +06,11.2,21.8,40.3,20.8,33.2,70.2,95.3,21.1,29.2,1006.0,1012.1,1006.5,1012.5,105490,0.10549000000000000000,36.6
2023-05-24 00:00:00 +06,6.1,11.9,22.0,21.8,31.8,67.4,95.3,22.1,28.9,1006.5,1011.4,1007.0,1011.9,239772,0.23977200000000000000,0.0
2023-05-25 00:00:00 +06,5.2,10.1,18.7,23.0,33.9,61.5,92.9,22.2,28.1,1005.6,1010.6,1006.1,1011.1,219534,0.21953400000000000000,0.0
2023-08-03 00:00:00 +06,6.1,11.9,22.0,27.6,32.3,75.7,92.5,27.2,29.3,1000.3,1004.3,1000.8,1004.8,129691,0.12969100000000000000,0.0
2023-08-04 00:00:00 +06,8.0,15.6,28.8,25.9,31.2,77.6,95.3,25.8,29.1,1002.5,1007.0,1003.0,1007.5,129831,0.12983100000000000000,0.0
2023-08-05 00:00:00 +06,9.4,18.3,33.8,27.7,32.8,73.9,92.8,27.0,29.7,1003.0,1006.8,1003.5,1007.3,283221,0.28322100000000000000,0.0
2023-08-06 00:00:00 +06,5.7,11.1,20.5,26.1,29.3,86.8,95.3,26.3,28.7,999.5,1004.2,1000.0,1004.7,42546,0.04254600000000000000,0.0
2023-08-07 00:00:00 +06,7.2,14.0,25.9,25.9,28.0,94.8,95.3,26.2,28.3,996.5,1000.9,997.0,1001.4,28776,0.02877600000000000000,0.0
2023-08-08 00:00:00 +06,5.8,11.3,20.9,25.6,28.8,95.3,95.3,25.9,29.1,997.4,1004.7,997.9,1005.2,75706,0.07570600000000000000,12.6
2023-08-09 00:00:00 +06,5.2,10.1,18.7,26.3,35.3,61.7,95.3,26.4,29.9,1002.9,1006.7,1003.4,1007.2,251061,0.25106100000000000000,7.8
2023-08-10 00:00:00 +06,5.0,9.7,18.0,26.4,32.3,77.7,95.3,26.3,30.0,1004.7,1007.9,1005.2,1008.4,142551,0.14255100000000000000,4.8
2023-08-11 00:00:00 +06,6.5,12.6,23.4,26.6,33.1,75.0,95.3,26.6,30.4,1002.8,1007.3,1003.3,1007.8,159030,0.15903000000000000000,6.6
2023-08-12 00:00:00 +06,6.6,12.8,23.8,26.5,30.9,82.3,95.3,26.8,30.0,1000.7,1005.6,1001.2,1006.1,126162,0.12616200000000000000,34.2
2023-08-13 00:00:00 +06,5.6,10.9,20.2,25.9,29.2,94.0,95.3,26.2,29.5,1002.4,1006.7,1002.9,1007.2,69164,0.06916400000000000000,35.4
2023-08-14 00:00:00 +06,3.9,7.6,14.0,27.1,32.2,74.5,95.3,27.2,29.3,1003.0,1007.1,1003.5,1007.6,120787,0.12078700000000000000,0.6
2023-08-15 00:00:00 +06,3.9,7.6,14.0,26.7,36.2,66.3,95.3,27.0,31.1,1002.8,1006.7,1003.3,1007.2,155440,0.15544000000000000000,0.6
2023-08-16 00:00:00 +06,5.4,10.5,19.4,27.1,34.1,72.0,95.3,27.4,31.2,1002.0,1006.4,1002.5,1006.9,192386,0.19238600000000000000,3.0
2023-08-17 00:00:00 +06,5.4,10.5,19.4,27.0,35.2,66.8,90.4,26.1,31.2,1000.7,1005.5,1001.2,1006.0,286310,0.28631000000000000000,0.0
2023-08-18 00:00:00 +06,7.9,15.4,28.4,28.0,34.9,64.0,92.3,26.5,29.8,1002.3,1006.4,1002.8,1006.9,295556,0.29555600000000000000,0.0
2023-08-19 00:00:00 +06,7.6,14.8,27.4,27.9,34.4,67.2,88.9,26.6,29.8,1003.8,1007.5,1004.3,1008.0,254110,0.25411000000000000000,0.0
2023-08-20 00:00:00 +06,6.0,11.7,21.6,27.4,35.6,60.5,92.4,26.7,30.0,1002.7,1007.9,1003.2,1008.4,265711,0.26571100000000000000,0.6
2023-08-21 00:00:00 +06,5.7,11.1,20.5,28.5,35.6,58.9,89.5,27.1,29.7,1001.8,1006.4,1002.3,1006.9,190583,0.19058300000000000000,0.0
2023-08-22 00:00:00 +06,7.3,14.2,26.3,27.4,31.3,76.4,91.2,26.0,29.0,1002.8,1005.9,1003.3,1006.4,95094,0.09509400000000000000,0.6
2023-08-23 00:00:00 +06,7.4,14.4,26.6,27.0,31.7,72.9,90.9,26.2,28.0,1000.0,1005.5,1000.5,1006.0,168619,0.16861900000000000000,0.0
2023-08-24 00:00:00 +06,6.5,12.6,23.4,25.8,32.3,76.6,95.3,26.1,30.8,998.1,1002.2,998.6,1002.7,123396,0.12339600000000000000,15.6
2023-08-25 00:00:00 +06,7.5,14.6,27.0,25.9,31.7,77.0,95.3,26.2,31.2,998.0,1001.3,998.5,1001.8,160941,0.16094100000000000000,31.2
2023-08-26 00:00:00 +06,5.0,9.7,18.0,25.4,34.0,65.2,95.3,25.7,30.0,998.3,1002.4,998.8,1002.9,121455,0.12145500000000000000,1.8
2023-08-27 00:00:00 +06,8.5,16.5,30.6,27.6,32.9,75.0,92.2,27.1,29.8,998.0,1001.7,998.5,1002.2,131644,0.13164400000000000000,0.0
2023-08-28 00:00:00 +06,8.8,17.1,31.7,22.8,34.6,69.6,95.3,23.1,31.9,999.0,1003.0,999.5,1003.5,204151,0.20415100000000000000,13.2
2023-08-29 00:00:00 +06,3.6,7.0,13.0,26.4,34.0,67.7,95.3,26.7,31.9,999.1,1003.7,999.6,1004.2,243571,0.24357100000000000000,0.0
2023-08-30 00:00:00 +06,4.2,8.2,15.1,27.8,36.9,55.7,90.4,26.7,31.1,1000.2,1004.0,1000.7,1004.5,235065,0.23506500000000000000,0.0
2023-08-31 00:00:00 +06,5.8,11.3,20.9,29.3,34.7,64.0,92.7,26.5,30.8,1001.2,1005.7,1001.7,1006.2,139268,0.13926800000000000000,0.0
2023-09-01 00:00:00 +06,5.7,11.1,20.5,27.2,35.4,62.6,91.0,25.2,31.0,1000.8,1006.0,1001.3,1006.5,169364,0.16936400000000000000,0.0
2023-09-02 00:00:00 +06,2.7,5.2,9.7,28.3,35.6,64.1,91.1,27.5,30.6,998.6,1004.6,999.1,1005.1,182342,0.18234200000000000000,0.0
2023-09-03 00:00:00 +06,17.1,33.2,61.6,24.1,34.3,71.7,95.3,24.4,32.3,996.7,1002.9,997.2,1003.4,192561,0.19256100000000000000,0.6
